고려미	배꼽집	채선당	갈빗대	분짜라임	마마스	서룡	김영섭 초밥	인칸토	트라토리아 몰토	선향정	서울찜닭	창고 43	개미집	계림	닭이봉	서룡	당가원(성산동)	낭만짬뽕	최선생마라탕	피슈 마라홍탕	이화원	식락	옥소반 (스키야키)	서울미트볼	미스터피자	In the sun (파스타)	마마스	코코이찌방야
8to9	바스버거	감천양조장	고씨네	마치래빗	마이클 돈까스	봉추찜닭	당가원	주미당	온돈부리	소세지하우스	승리부대찌개	서울미트볼	완차이면가	주람	아고야	블리스버거(kgit1층)	마치래빗
7to8	바스버거	감천양조장	고씨네	KGIT 지하	국수나무	전주밥차	순대국	점심시간	가치	닭곰탕	두부공작소	만복국수	원산옥	누리정	셀렉티
저려미	만복국수	한솥	서브웨이	KGIT 지하	그집김밥애라면	버거킹	두루미가	KFC	크라이치즈버거	리우키친

