2022-9-2	사무엘상 26장	고린도전서 7장	에스겔 5장	시편 42, 43편
2022-9-3	사무엘상 27장	고린도전서 8장	에스겔 6장	시편 44
2022-9-4	사무엘상 28장	고린도전서 9장	에스겔 7장	시편 45
2022-9-5	사무엘상 29, 30장	고린도전서 10장	에스겔 8장	시편 46, 47편
2022-9-6	사무엘상 31장	고린도전서 11장	에스겔 9장	시편 48편
2022-9-7	사무엘하 1장	고린도전서 12장	에스겔 10장	시편 49편
2022-9-8	사무엘하 2장	고린도전서 13장	에스겔 11장	시편 50편
2022-9-9	사무엘하 3장	고린도전서 14장	에스겔 12장	시편 51편
2022-9-10	사무엘하 4, 5장	고린도전서 15장	에스겔 13장	시편 52, 53, 54편
2022-9-11	사무엘하 6장	고린도전서 16장	에스겔 14장	시편 55편
2022-9-12	사무엘하 7장	고린도후서 1장	에스겔 15장	시편 56, 57편
2022-9-13	사무엘하 8, 9장	고린도후서 2장	에스겔 16장	시편 58, 59편
2022-9-14	사무엘하 10장	고린도후서 3장	에스겔 17장	시편 60, 61편
2022-9-15	사무엘하 11장	고린도후서 4장	에스겔 18장	시편 62, 63편
2022-9-16	사무엘하 12장	고린도후서 5장	에스겔 19장	시편 64, 65편
2022-9-17	사무엘하 13장	고린도후서 6장	에스겔 20장	시편 66, 67편
2022-9-18	사무엘하 14장	고린도후서 7장	에스겔 21장	시편 68편
2022-9-19	사무엘하 15장	고린도후서 8장	에스겔 22장	시편 69편
2022-9-20	사무엘하 16장	고린도후서 9장	에스겔 23장	시편 70, 71편
2022-9-21	사무엘하 17장	고린도후서 10장	에스겔 24장	시편 72편
2022-9-22	사무엘하 18장	고린도후서 11장	에스겔 25장	시편 73편
2022-9-23	사무엘하 19장	고린도후서 12장	에스겔 26장	시편 74편
2022-9-24	사무엘하 20장	고린도후서 13장	에스겔 27장	시편 75, 76편
2022-9-25	사무엘하 21장	갈라디아서 1장	에스겔 28장	시편 77편
2022-9-26	사무엘하 22장	갈라디아서 2장	에스겔 29장	시편 78편 1-37절
2022-9-27	사무엘하 23장	갈라디아서 3장	에스겔 30장	시편 78편 38-72절
2022-9-28	사무엘하 24장	갈라디아서 4장	에스겔 31장	시편 79편
2022-9-29	열왕기상 1	갈라디아서 5장	에스겔 32장	시편 80편
2022-9-30	열왕기상 2	갈라디아서 6장	에스겔 33장	시편 81, 82편
2022-10-1	열왕기상 3	에베소서 1장	에스겔 34장	시편 83, 84편
2022-10-2	열왕기상 4, 5장	에베소서 2장	에스겔 35장	시편 85편
2022-10-3	열왕기상 6장	에베소서 3장	에스겔 36장	시편 86편
2022-10-4	열왕기상 7장	에베소서 4장	에스겔 37장	시편 87, 88편
2022-10-5	열왕기상 8장	에베소서 5장	에스겔 38장	시편 89편
2022-10-6	열왕기상 9장	에베소서 6장	에스겔 39장	시편 90편
2022-10-7	열왕기상 10장	빌립보서 1장	에스겔 40장	시편 91편
2022-10-8	열왕기상 11장	빌립보서 2장	에스겔 41장	시편 92, 93편
2022-10-9	열왕기상 12장	빌립보서 3장	에스겔 42장	시편 94편
2022-10-10	열왕기상 13장	빌립보서 4장	에스겔 43장	시편 95, 96편
2022-10-11	열왕기상 14장	골로새서 1장	에스겔 44장	시편 97, 98편
2022-10-12	열왕기상 15장	골로새서 2장	에스겔 45장	시편 99, 100, 101편
2022-10-13	열왕기상 16장	골로새서 3장	에스겔 46장	시편 102편
2022-10-14	열왕기상 17장	골로새서 4장	에스겔 47장	시편 103편
2022-10-15	열왕기상 18장	데살로니가전서 1장	에스겔 48장	시편 104편
2022-10-16	열왕기상 19장	데살로니가전서 2장	다니엘 1장	시편 105편
2022-10-17	열왕기상 20장	데살로니가전서 3장	다니엘 2장	시편 106편
2022-10-18	열왕기상 21장	데살로니가전서 4장	다니엘 3장	시편 107편
2022-10-19	열왕기상 22장	데살로니가전서 5장	다니엘 4장	시편 108, 109편
2022-10-20	열왕기하 1장	데살로니가후서 1장	다니엘 5장	시편 110, 111편
2022-10-21	열왕기하 2장	데살로니가후서 2장	다니엘 6장	시편 112, 113편
2022-10-22	열왕기하 3장	데살로니가후서 3장	다니엘 7장	시편 114, 115편
2022-10-23	열왕기하 4장	디모데전서 1장	다니엘 8장	시편 116편
2022-10-24	열왕기하 5장	디모데전서 2장	다니엘 9장	시편 117, 118편
2022-10-25	열왕기하 6장	디모데전서 3장	다니엘 10장	시편 119편 1-24절
2022-10-26	열왕기하 7장	디모데전서 4장	다니엘 11장	119편 25-48절
2022-10-27	열왕기하 8장	디모데전서 5장	다니엘 12장	119편 49-72절
2022-10-28	열왕기하 9장	디모데전서 6장	호세아 1장	시편 119편 73-96절
2022-10-29	열왕기하 10장	디모데후서 1장	호세아 2장	시편 119편 97-120절
2022-10-30	열왕기하 11, 12장	디모데후서 2장	호세아 3, 4장	시편 119편 121-144절
2022-10-31	열왕기하 13장	디모데후서 3장	호세아 5, 6장	시편 119편 145-176절
2022-11-1	열왕기하 14장	디모데후서 4장	호세아 7장	시편 120, 121, 122편
2022-11-2	열왕기하 15장	디도서 1장	호세아 8장	시편 123, 124, 125편
2022-11-3	열왕기하 16장	디도서 2장	호세아 9장	시편 126, 127, 128편
2022-11-4	열왕기하 17장	디도서 3장	호세아 10장	시편 129, 130, 131편
2022-11-5	열왕기하 18장	빌레몬서 1장	호세아 11장	시편 132, 133, 134편
2022-11-6	열왕기하 19장	히브리서 1장	호세아 12장	시편 135,136편
2022-11-7	열왕기하 20장	히브리서 2장	호세아 13장	시편 137, 138편
2022-11-8	열왕기하 21장	히브리서 3장	호세아 14장	시편 139편
2022-11-9	열왕기하 22장	히브리서 4장	요엘 1장	시편 140, 141편
2022-11-10	열왕기하 23장	히브리서 5장	요엘 2장	시편 142, 143편
2022-11-11	열왕기하 24장	히브리서 6장	요엘 3장	시편 144편
2022-11-12	열왕기하 25장	히브리서 7장	아모스 1장	시편 145편
2022-11-13	역대상 1, 2장	히브리서 8장	아모스 2장	시편 146, 147편
2022-11-14	역대상 3, 4장	히브리서 9장	아모스 3장	시편 148편
2022-11-15	역대상 5, 6장	히브리서 10장	아모스 4장	시편 149, 150편
2022-11-16	역대상 7, 8장	히브리서 11장	아모스 5장	누가복음 1장 1-38절
2022-11-17	역대상 9, 10장	히브리서 12장	아모스 6장	누가복음 1장 39-80절
2022-11-18	역대상 11, 12장	히브리서 13장	아모스 7장	누가복음 2장
2022-11-19	역대상 13, 14장	야고보서 1장	아모스 8장	누가복음 3장
2022-11-20	역대상 15장	야고보서 2장	아모스 9장	누가복음 4장
2022-11-21	역대상 16장	야고보서 3장	오바댜 1장	누가복음 5장
2022-11-22	역대상 17장	야고보서 4장	요나 1장	누가복음 6장
2022-11-23	역대상 18장	야고보서 5장	요나 2장	누가복음 7장
2022-11-24	역대상 19, 20장	베드로전서 1장	요나 3장	누가복음 8장
2022-11-25	역대상 21장	베드로전서 2장	요나 4장	누가복음 9장
2022-11-26	역대상 22장	베드로전서 3장	미가 1장	누가복음 10장
2022-11-27	역대상 23장	베드로전서 4장	미가 2장	누가복음 11장
2022-11-28	역대상 24, 25장	베드로전서 5장	미가 3장	누가복음 12장
2022-11-29	역대상 26, 27장	베드로후서 1장	미가 4장	누가복음 13장
2022-11-30	역대상 28장	베드로후서 2장	미가 5장	누가복음 14장
2022-12-1	역대상 29장	베드로후서 3장	미가 6장	누가복음 15장
2022-12-2	역대하 1장	요한일서 1장	미가 7장	누가복음 16장
2022-12-3	역대하 2장	요한일서 2장	나훔 1장	누가복음 17장
2022-12-4	역대하 3,4장	요한일서 3장	나훔 2장	누가복음 18장
2022-12-5	역대하 5, 6장 1-11절	요한일서 4장	나훔 3장	누가복음 19장
2022-12-6	역대하 6장 12-42절	요한일서 5장	하박국 1장	누가복음 20장
2022-12-7	역대하 7장	요한이서 1장	하박국 2장	누가복음 21장
2022-12-8	역대하 8장	요한삼서 1장	하박국 3장	누가복음 22장
